,time,seconds_elapsed,Ax,Ay,Az,Gx,Gy,Gz,Activity
0,1663930920266.0,0.0,-2.632721,3.953934,11.776962,-1.269974,-0.059982,0.952042,Walking
1,1663930920367.0,0.0,-0.671875,2.203766,10.728302,-1.321106,-0.846146,1.602921,Walking
2,1663930920469.0,0.0,0.67128,0.824707,0.0,0.0,0.0,0.0,Walking
3,1663930920571.0,0.0,0.362427,0.491913,11.688385,-0.378357,-0.908997,0.687851,Walking
4,1663930920672.0,0.0,0.204407,1.322693,9.128983,0.597427,-0.557449,0.23085,Walking
5,1663930920773.0,0.0,3.491653,0.563736,4.77153,0.740173,-2.407822,1.213028,Walking
6,1663930920874.0,0.0,2.612976,-7.485565,-5.305664,2.899475,-6.326935,3.745163,Walking
7,1663930920976.0,0.0,10.176254,-12.166229,9.176865,0.526062,-4.339142,5.81604,Walking
8,1663930921078.0,0.0,25.111282,0.039413,4.505783,1.40596,-1.801682,3.684433,Walking
9,1663930921179.0,0.0,4.358353,-2.716324,-13.704529,0.627258,-0.640549,-2.083969,Walking
10,1663930921280.0,1.0,10.937607,-8.515076,2.65506,2.376419,-3.12262,0.311813,Walking
11,1663930921382.0,1.0,10.758041,-8.790405,-6.622467,-0.389008,1.332321,-1.321243,Walking
12,1663930921483.0,1.0,-1.548141,-1.837646,-1.721542,0.390762,0.796494,-1.618454,Walking
13,1663930921584.0,1.0,-7.308594,-6.81041,3.935959,0.355621,0.224442,-0.180344,Walking
14,1663930921686.0,1.0,5.27533,-12.891678,3.133896,-1.934708,1.469742,3.426651,Walking
15,1663930921788.0,1.0,12.096405,-4.602951,2.410843,0.024323,1.254562,-0.994202,Walking
16,1663930921891.0,1.0,4.09259,-1.847229,-0.864426,-0.843872,2.57869,1.646591,Walking
17,1663930921992.0,1.0,7.200272,-6.973206,1.244873,-0.542404,1.023392,0.228729,Walking
18,1663930922095.0,1.0,8.10527,-11.924423,-1.13736,-2.21167,0.449219,0.697433,Walking
19,1663930922196.0,1.0,1.784576,-10.011459,0.794769,-0.606323,-2.347107,0.833786,Walking
20,1663930922297.0,2.0,1.684021,-10.961945,-1.486908,-0.551987,-2.152161,1.629547,Walking
21,1663930922399.0,2.0,1.391937,-6.379456,2.382126,0.908493,-2.7061,2.081223,Walking
22,1663930922500.0,2.0,-2.208954,-11.28038,-3.720703,0.977737,-1.109268,0.435379,Walking
23,1663930922602.0,2.0,-2.582443,-9.606827,-5.106949,-2.271332,-1.520462,0.825272,Walking
