,time,seconds_elapsed,Ax,Ay,Az,Gx,Gy,Gz,Activity
0,1663930631434.0,0.0,-5.723633,4.260391,8.872803,-0.509384,-0.398727,0.650574,Downstairs
1,1663930631535.0,0.0,-1.909668,2.680206,7.168121,-0.84494,-0.359314,1.014893,Downstairs
2,1663930631636.0,0.0,-0.750885,1.497482,5.705276,0.214996,-0.023758,0.348038,Downstairs
3,1663930631737.0,0.0,-1.821091,-0.690826,11.257431,-2.055084,-1.905014,0.994644,Downstairs
4,1663930631838.0,0.0,1.729507,-2.474503,7.809769,0.044556,-2.483459,2.008774,Downstairs
5,1663930631939.0,0.0,4.200333,-6.597321,4.153824,3.058197,-7.158905,3.173111,Downstairs
6,1663930632041.0,0.0,12.714111,-7.025879,0.184235,1.444321,-3.286667,5.004303,Downstairs
7,1663930632142.0,0.0,14.11232,-1.380356,0.445206,3.255264,-1.811279,2.708664,Downstairs
8,1663930632244.0,0.0,6.989578,-3.228683,-0.548386,0.115936,-0.322037,-0.406174,Downstairs
9,1663930632345.0,0.0,12.678192,-0.391556,-7.455658,1.454971,-0.154785,-0.03653,Downstairs
10,1663930632447.0,1.0,3.838806,-16.657761,-1.012863,0.302353,-0.826965,1.471878,Downstairs
11,1663930632549.0,1.0,5.648819,-7.04982,-3.797318,-0.018295,-1.332962,1.69986,Downstairs
12,1663930632650.0,1.0,5.371094,-5.053055,-4.206726,0.349228,-0.298599,-0.605377,Downstairs
13,1663930632752.0,1.0,10.702988,-10.425644,-0.694427,1.150299,-3.789474,-0.561707,Downstairs
14,1663930632853.0,1.0,-0.324707,-12.194962,3.375717,0.627258,-0.524429,-1.089005,Downstairs
15,1663930632954.0,1.0,8.260895,-6.151993,-0.316147,0.161743,0.210602,0.738983,Downstairs
16,1663930633055.0,1.0,5.090973,-7.710617,-0.830902,-0.121628,0.919006,0.979736,Downstairs
17,1663930633156.0,1.0,5.313629,-7.705841,-5.078217,0.996902,-0.875977,3.119843,Downstairs
18,1663930633257.0,1.0,1.990479,-8.711395,0.766037,0.456818,-0.849335,2.009842,Downstairs
19,1663930633359.0,1.0,3.027176,-8.309174,0.071716,1.539124,-0.25705,1.57309,Downstairs
20,1663930633464.0,2.0,-1.708557,-12.130325,0.904892,0.043488,-0.085541,0.09024,Downstairs
21,1663930633565.0,2.0,0.010483,-10.21257,0.703781,-0.569031,0.215927,-0.04718,Downstairs
22,1663930633667.0,2.0,-1.148315,-10.064117,-0.378403,0.020065,0.062531,-0.084473,Downstairs
23,1663930633769.0,2.0,-0.710175,-9.989899,0.342255,0.260803,0.165863,0.105148,Downstairs
24,1663930633871.0,2.0,-0.049377,-10.526199,-0.268265,0.217133,0.303284,0.076385,Downstairs
25,1663930633973.0,2.0,-0.233734,-12.199753,-0.854843,-0.481674,0.403412,-0.117493,Downstairs
26,1663930634075.0,2.0,-2.45076,-10.619583,-1.379166,-2.240433,-0.002457,0.224457,Downstairs
27,1663930634176.0,2.0,-0.487518,-10.770416,-1.067932,-1.430832,-0.478622,0.130722,Downstairs
28,1663930634277.0,2.0,-2.065292,-8.823929,-1.546768,-0.597794,-0.499924,-0.382736,Downstairs
29,1663930634378.0,3.0,-2.678207,-7.918915,-3.33284,-0.039597,-0.146271,-0.03653,Downstairs
30,1663930634479.0,3.0,-1.02861,-7.902161,-4.889069,0.568665,0.25853,-0.12175,Downstairs
31,1663930634581.0,3.0,-1.026215,-6.254944,-3.064697,0.211807,0.15947,-0.147324,Downstairs
32,1663930634684.0,3.0,-1.521805,-7.538239,-2.719925,0.418472,0.397018,-0.058899,Downstairs
33,1663930634787.0,3.0,-3.561676,-18.664093,-5.990402,0.610214,-0.441345,0.26387,Downstairs
34,1663930634888.0,3.0,-0.056564,-4.140869,1.524994,-0.383682,0.320328,-0.430679,Downstairs
35,1663930634991.0,3.0,-2.54892,-8.934067,-2.82048,1.142853,0.318192,-0.786469,Downstairs
36,1663930635092.0,3.0,-0.370209,-9.575714,-3.191589,0.48558,0.12645,0.198898,Downstairs
37,1663930635193.0,3.0,0.625793,-6.611679,-2.293762,-0.84494,0.222321,0.108353,Downstairs
38,1663930635294.0,3.0,-0.880173,-7.839905,-0.924271,-1.092072,-0.858932,-0.084473,Downstairs
39,1663930635396.0,4.0,-2.19458,-13.121521,-7.335953,-1.174103,0.350143,0.66655,Downstairs
40,1663930635497.0,4.0,-1.710953,-14.785492,-3.292145,-2.972275,-1.294617,0.134979,Downstairs
41,1663930635599.0,4.0,-2.266403,-4.660416,-0.929062,0.539902,-0.374237,-0.22934,Downstairs
42,1663930635700.0,4.0,-3.157059,-3.389084,-0.311356,2.038727,0.807144,-0.546783,Downstairs
43,1663930635803.0,4.0,3.85556,-12.185394,-3.287354,1.818222,1.37706,0.246826,Downstairs
44,1663930635905.0,4.0,-0.128387,-5.673157,-3.670425,0.609146,0.309677,-0.071686,Downstairs
45,1663930636006.0,4.0,-2.230499,-17.945831,-7.5634,-0.03746,0.110458,-1.251999,Downstairs
46,1663930636108.0,4.0,5.960068,-11.764008,3.418808,0.880798,1.586929,0.136047,Downstairs
47,1663930636209.0,4.0,-3.197754,-7.246155,-1.503677,0.782791,0.175446,0.218063,Downstairs
48,1663930636310.0,4.0,-1.574478,-7.480774,-5.614517,-0.63295,-0.147324,-0.078079,Downstairs
49,1663930636412.0,5.0,0.458191,-7.16954,-0.364029,-1.376511,-1.191284,-0.087662,Downstairs
50,1663930636512.0,5.0,-0.185852,-7.054611,-4.048706,-0.587143,0.156265,0.101959,Downstairs
51,1663930636614.0,5.0,-2.972702,-20.732681,-8.712616,-3.576279,-0.801407,0.897705,Downstairs
52,1663930636717.0,5.0,-3.140289,-6.561401,-4.309677,-0.929092,-0.949478,0.173325,Downstairs
53,1663930636818.0,5.0,-1.119583,-2.141708,-0.512466,1.071472,-0.031219,-0.065292,Downstairs
54,1663930636919.0,5.0,-0.272034,-11.019409,-6.1604,2.540466,0.586639,0.316071,Downstairs
55,1663930637021.0,5.0,-5.747574,-7.033066,-5.276932,-0.12056,-0.228287,0.141373,Downstairs
56,1663930637122.0,5.0,-2.395691,-15.441498,-1.304947,0.283173,-0.757721,0.475861,Downstairs
57,1663930637223.0,5.0,-5.568008,-3.573441,4.718857,-0.712845,-1.139084,-1.416046,Downstairs
58,1663930637324.0,5.0,0.192444,-11.292343,-3.598602,1.573212,0.433243,-1.021896,Downstairs
59,1663930637425.0,6.0,-0.825104,-9.848648,-3.122147,0.741241,0.144547,0.238312,Downstairs
60,1663930637527.0,6.0,-0.272034,-6.338745,-3.167648,-0.688339,0.508881,0.120071,Downstairs
61,1663930637629.0,6.0,-1.378159,-6.755341,-1.836472,-1.008987,-0.699142,-0.180344,Downstairs
62,1663930637730.0,6.0,-1.20578,-12.724075,-7.766907,-1.298737,0.563202,0.883865,Downstairs
63,1663930637832.0,6.0,-3.011002,-13.899643,-3.699158,-2.774124,-1.204071,0.013535,Downstairs
64,1663930637934.0,6.0,-2.101212,-5.754562,-1.053558,0.307678,-0.52124,-0.266632,Downstairs
65,1663930638036.0,6.0,-2.089233,-2.484085,-0.596268,1.77774,0.768799,-0.465836,Downstairs
66,1663930638137.0,6.0,1.485306,-14.081589,-6.517136,2.054718,0.841232,0.668671,Downstairs
67,1663930638239.0,6.0,-1.256058,-8.764069,-2.954559,0.30661,0.173309,-0.134537,Downstairs
68,1663930638340.0,6.0,-1.914459,-15.989777,-0.296997,0.24057,-0.845078,0.247894,Downstairs
69,1663930638441.0,7.0,-6.106705,-2.342819,0.306351,-0.334671,-0.626694,-1.303131,Downstairs
70,1663930638542.0,7.0,-1.399704,-8.19664,-1.410294,0.504761,0.056137,-0.203781,Downstairs
71,1663930638644.0,7.0,-0.106842,-10.109619,-4.070251,0.318329,-0.221893,0.108353,Downstairs
72,1663930638745.0,7.0,1.537979,-7.200653,-1.427063,-0.926956,-0.105789,0.075317,Downstairs
73,1663930638847.0,7.0,0.043991,-9.123199,-2.976105,-0.761841,-0.32843,0.028458,Downstairs
74,1663930638948.0,7.0,-0.612015,-10.729706,-5.837173,-0.59993,0.351212,0.55896,Downstairs
75,1663930639050.0,7.0,-1.833054,-17.402359,-4.996811,-3.28653,-1.065582,0.745377,Downstairs
76,1663930639151.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Downstairs
77,1663930639252.0,7.0,-1.430832,-3.736252,-1.412689,1.598785,0.802887,-0.520157,Downstairs
78,1663930639353.0,7.0,0.106247,-12.080048,-5.676758,2.56604,1.046829,0.356552,Downstairs
79,1663930639457.0,8.0,-3.475479,-7.255722,-2.672043,-0.275024,-0.926041,-0.009903,Downstairs
80,1663930639558.0,8.0,-3.93277,-14.735214,-2.468536,0.40036,-0.596863,0.206345,Downstairs
81,1663930639660.0,8.0,-2.434006,-7.016312,3.342194,-0.664902,-1.720718,-0.890869,Downstairs
82,1663930639762.0,8.0,0.747894,-11.548523,-1.920258,1.513565,0.182907,-0.833344,Downstairs
83,1663930639863.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Downstairs
84,1663930639964.0,8.0,1.291382,-8.124817,-2.842026,-0.749069,0.041229,0.139236,Downstairs
85,1663930640066.0,8.0,-1.754044,-4.65802,0.868988,-1.210327,-0.901535,-0.040787,Downstairs
86,1663930640167.0,8.0,-0.990295,-8.424103,-6.026321,-0.55838,-0.002457,0.116867,Downstairs
87,1663930640269.0,8.0,-3.152267,-20.859573,-7.094131,-2.920074,0.172256,1.711563,Downstairs
88,1663930640370.0,9.0,-1.526596,-2.261414,-3.782944,-0.983414,-0.87384,0.376801,Downstairs
89,1663930640472.0,9.0,-1.658279,-4.883072,-0.60585,0.904221,-0.241074,-0.098312,Downstairs
90,1663930640573.0,9.0,-4.449921,-6.226212,-1.573105,2.411575,0.728317,-0.192062,Downstairs
91,1663930640674.0,9.0,-5.206482,-8.780838,-7.927307,0.600632,0.250015,-0.530807,Downstairs
92,1663930640775.0,9.0,-2.055725,-9.305161,-5.487625,0.678391,0.974396,-0.161163,Downstairs
93,1663930640876.0,9.0,-0.714966,-30.623138,-11.547348,-1.327499,-1.184891,0.009277,Downstair
94,1663930640978.0,9.0,5.342361,-18.407913,-1.144547,1.936462,2.421021,-0.257034,Downstairs
95,1663930641079.0,9.0,-1.928833,-8.100876,-1.254669,0.727386,0.07637,0.150955,Downstairs
96,1663930641181.0,9.0,-0.662292,-7.85907,-3.744644,-0.19725,-0.035477,-0.049316,Downstairs
97,1663930641283.0,9.0,0.601837,-7.914139,-0.869202,-0.987686,-1.291428,-0.336929,Downstairs
98,1663930641384.0,10.0,-0.504272,-9.43924,-3.933792,-0.611649,-0.210175,-0.13028,Downstairs
99,1663930641485.0,10.0,-2.177826,-20.086258,-7.836334,-1.894226,0.269196,1.107559,Downstairs
100,1663930641587.0,10.0,-2.043747,-9.060959,-2.980896,-1.640686,-0.438141,0.161606,Downstairs
